Record Date,Debt Held by the Public,Intragovernmental Holdings,Total Public Debt Outstanding
4/13/15,1.30997E+13,5.05235E+12,1.8152E+13
4/10/15,1.31029E+13,5.04918E+12,1.81521E+13
4/9/15,1.31018E+13,5.05029E+12,1.81521E+13
4/8/15,1.31119E+13,5.04013E+12,1.81521E+13
4/7/15,1.31027E+13,5.04939E+12,1.81521E+13
4/6/15,1.31082E+13,5.04388E+12,1.81521E+13
4/3/15,1.31136E+13,5.03849E+12,1.81521E+13
4/2/15,1.30966E+13,5.05553E+12,1.81521E+13
4/1/15,1.31049E+13,5.04712E+12,1.8152E+13
3/31/15,1.30904E+13,5.06166E+12,1.81521E+13
3/30/15,1.30992E+13,5.0531E+12,1.81523E+13
3/27/15,1.31001E+13,5.05222E+12,1.81524E+13
3/26/15,1.30977E+13,5.05472E+12,1.81524E+13
3/25/15,1.30982E+13,5.05414E+12,1.81524E+13
3/24/15,1.30846E+13,5.06774E+12,1.81524E+13
3/23/15,1.30906E+13,5.06177E+12,1.81524E+13
3/20/15,1.30927E+13,5.05969E+12,1.81524E+13
3/19/15,1.30917E+13,5.06071E+12,1.81524E+13
3/18/15,1.30942E+13,5.05816E+12,1.81524E+13
3/17/15,1.30948E+13,5.05766E+12,1.81524E+13
3/16/15,1.31054E+13,5.04703E+12,1.81524E+13
3/13/15,1.30839E+13,5.06858E+12,1.81525E+13
3/12/15,1.30841E+13,5.06973E+12,1.81538E+13
3/11/15,1.30773E+13,5.07171E+12,1.8149E+13
3/10/15,1.3077E+13,5.07872E+12,1.81557E+13
3/9/15,1.3077E+13,5.07308E+12,1.81501E+13
3/6/15,1.30776E+13,5.06939E+12,1.8147E+13
3/5/15,1.3078E+13,5.06923E+12,1.81473E+13
3/4/15,1.30837E+13,5.06596E+12,1.81497E+13
3/3/15,1.30832E+13,5.0668E+12,1.815E+13
3/2/15,1.30822E+13,5.07136E+12,1.81535E+13
2/27/15,1.3074E+13,5.08182E+12,1.81559E+13
2/26/15,1.30525E+13,5.09729E+12,1.81498E+13
2/25/15,1.30386E+13,5.09472E+12,1.81334E+13
2/24/15,1.30381E+13,5.11003E+12,1.81481E+13
2/23/15,1.30377E+13,5.10375E+12,1.81414E+13
2/20/15,1.30384E+13,5.10212E+12,1.81405E+13
2/19/15,1.30385E+13,5.09991E+12,1.81385E+13
2/18/15,1.30256E+13,5.09729E+12,1.81229E+13
2/17/15,1.30246E+13,5.09781E+12,1.81224E+13
2/13/15,1.30446E+13,5.09227E+12,1.81368E+13
2/12/15,1.30446E+13,5.09227E+12,1.81369E+13
2/11/15,1.30308E+13,5.09009E+12,1.81209E+13
2/10/15,1.30301E+13,5.10228E+12,1.81324E+13
2/9/15,1.30302E+13,5.09827E+12,1.81285E+13
2/6/15,1.30305E+13,5.09446E+12,1.8125E+13
2/5/15,1.30307E+13,5.09515E+12,1.81259E+13
2/4/15,1.30103E+13,5.08973E+12,1.81E+13
2/3/15,1.30094E+13,5.08914E+12,1.80985E+13
2/2/15,1.30094E+13,5.08965E+12,1.8099E+13
1/30/15,1.29849E+13,5.09736E+12,1.80823E+13
1/29/15,1.29707E+13,5.11436E+12,1.80851E+13
1/28/15,1.29702E+13,5.11242E+12,1.80826E+13
1/27/15,1.29705E+13,5.12459E+12,1.80951E+13
1/26/15,1.29705E+13,5.11724E+12,1.80877E+13
1/23/15,1.29702E+13,5.11614E+12,1.80863E+13
1/22/15,1.29704E+13,5.11703E+12,1.80874E+13
1/21/15,1.29711E+13,5.11232E+12,1.80835E+13
1/20/15,1.29705E+13,5.11557E+12,1.8086E+13
1/16/15,1.29715E+13,5.10929E+12,1.80808E+13
1/15/15,1.29719E+13,5.10766E+12,1.80796E+13
1/14/15,1.29817E+13,5.09981E+12,1.80815E+13
1/13/15,1.29808E+13,5.11142E+12,1.80922E+13
1/12/15,1.2981E+13,5.10594E+12,1.80869E+13
1/9/15,1.29816E+13,5.1042E+12,1.80858E+13
1/8/15,1.2982E+13,5.10286E+12,1.80848E+13
1/7/15,1.29991E+13,5.09917E+12,1.80983E+13
1/6/15,1.29996E+13,5.09825E+12,1.80978E+13
1/5/15,1.29993E+13,5.09198E+12,1.80913E+13
1/2/15,1.30002E+13,5.0804E+12,1.80806E+13
12/31/14,1.3024E+13,5.11749E+12,1.81414E+13
12/30/14,1.29953E+13,5.04854E+12,1.80439E+13
12/29/14,1.29945E+13,5.04499E+12,1.80395E+13
12/26/14,1.29942E+13,5.03592E+12,1.80301E+13
12/24/14,1.29903E+13,5.04198E+12,1.80323E+13
12/23/14,1.29903E+13,5.05421E+12,1.80445E+13
12/22/14,1.29881E+13,5.04294E+12,1.8031E+13
12/19/14,1.2988E+13,5.03999E+12,1.8028E+13
12/18/14,1.2988E+13,5.04097E+12,1.8029E+13
12/17/14,1.29821E+13,5.04586E+12,1.8028E+13
12/16/14,1.29793E+13,5.05403E+12,1.80333E+13
12/15/14,1.29792E+13,5.04731E+12,1.80265E+13
12/12/14,1.29558E+13,5.04269E+12,1.79985E+13
12/11/14,1.29561E+13,5.04314E+12,1.79992E+13
12/10/14,1.29446E+13,5.04077E+12,1.79854E+13
12/9/14,1.29446E+13,5.05333E+12,1.79979E+13
12/8/14,1.29442E+13,5.04906E+12,1.79932E+13
12/5/14,1.29455E+13,5.0456E+12,1.79911E+13
12/4/14,1.29458E+13,5.04791E+12,1.79937E+13
12/3/14,1.2932E+13,5.04493E+12,1.79769E+13
12/2/14,1.29322E+13,5.06256E+12,1.79947E+13
12/1/14,1.29319E+13,5.05624E+12,1.79881E+13
11/28/14,1.29227E+13,5.08287E+12,1.80055E+13
11/26/14,1.28907E+13,5.07306E+12,1.79638E+13
11/25/14,1.2891E+13,5.0823E+12,1.79733E+13
11/24/14,1.28898E+13,5.07959E+12,1.79693E+13
11/21/14,1.28898E+13,5.07665E+12,1.79664E+13
11/20/14,1.28886E+13,5.0778E+12,1.79664E+13
11/19/14,1.28818E+13,5.0741E+12,1.79559E+13
11/18/14,1.28804E+13,5.08548E+12,1.79659E+13
11/17/14,1.28791E+13,5.07611E+12,1.79552E+13
11/14/14,1.2874E+13,5.07221E+12,1.79462E+13
11/13/14,1.28728E+13,5.06859E+12,1.79414E+13
11/12/14,1.28658E+13,5.07085E+12,1.79366E+13
11/10/14,1.28656E+13,5.07684E+12,1.79425E+13
11/7/14,1.28657E+13,5.07193E+12,1.79376E+13
11/6/14,1.28652E+13,5.07295E+12,1.79382E+13
11/5/14,1.28552E+13,5.06831E+12,1.79235E+13
11/4/14,1.28549E+13,5.06745E+12,1.79223E+13
11/3/14,1.28547E+13,5.05373E+12,1.79085E+13
10/31/14,1.28571E+13,5.0801E+12,1.79372E+13
10/30/14,1.28185E+13,5.09594E+12,1.79144E+13
10/29/14,1.28092E+13,5.0958E+12,1.7905E+13
10/28/14,1.28092E+13,5.09688E+12,1.79061E+13
10/27/14,1.28082E+13,5.09152E+12,1.78997E+13
10/24/14,1.28082E+13,5.0905E+12,1.78987E+13
10/23/14,1.28079E+13,5.09107E+12,1.7899E+13
10/22/14,1.28085E+13,5.08987E+12,1.78984E+13
10/21/14,1.28088E+13,5.10086E+12,1.79097E+13
10/20/14,1.28083E+13,5.09664E+12,1.7905E+13
10/17/14,1.28086E+13,5.09473E+12,1.79034E+13
10/16/14,1.28075E+13,5.0918E+12,1.78993E+13
10/15/14,1.2798E+13,5.08892E+12,1.7887E+13
10/14/14,1.27711E+13,5.09008E+12,1.78612E+13
10/10/14,1.27709E+13,5.08759E+12,1.78585E+13
10/9/14,1.27702E+13,5.08939E+12,1.78596E+13
10/8/14,1.27726E+13,5.08725E+12,1.78598E+13
10/7/14,1.27718E+13,5.09587E+12,1.78677E+13
10/6/14,1.27704E+13,5.09263E+12,1.7863E+13
10/3/14,1.27711E+13,5.08745E+12,1.78585E+13
10/2/14,1.27712E+13,5.1017E+12,1.78729E+13
10/1/14,1.27813E+13,5.09395E+12,1.78753E+13
9/30/14,1.2785E+13,5.0391E+12,1.78241E+13
9/29/14,1.27528E+13,5.0287E+12,1.77815E+13
9/26/14,1.27527E+13,5.03485E+12,1.77875E+13
9/25/14,1.27396E+13,5.002E+12,1.77416E+13
9/24/14,1.27509E+13,5.0019E+12,1.77528E+13
9/23/14,1.27502E+13,5.0096E+12,1.77598E+13
9/22/14,1.27496E+13,5.00253E+12,1.77521E+13
9/19/14,1.27496E+13,4.99943E+12,1.7749E+13
9/18/14,1.27497E+13,5.00011E+12,1.77498E+13
9/17/14,1.27675E+13,4.99722E+12,1.77647E+13
9/16/14,1.27674E+13,5.00343E+12,1.77709E+13
9/15/14,1.27661E+13,4.99463E+12,1.77607E+13
9/12/14,1.27525E+13,4.98863E+12,1.77412E+13
9/11/14,1.27521E+13,4.98998E+12,1.77421E+13
9/10/14,1.27659E+13,4.98767E+12,1.77535E+13
9/9/14,1.27656E+13,4.9991E+12,1.77647E+13
9/8/14,1.27656E+13,4.99227E+12,1.77579E+13
9/5/14,1.2766E+13,4.99086E+12,1.77569E+13
9/4/14,1.27662E+13,4.9883E+12,1.77545E+13
9/3/14,1.27478E+13,4.98683E+12,1.77347E+13
9/2/14,1.27473E+13,4.9943E+12,1.77416E+13
8/29/14,1.27326E+13,5.01656E+12,1.77492E+13
8/28/14,1.27031E+13,5.01848E+12,1.77216E+13
8/27/14,1.26891E+13,5.0192E+12,1.77083E+13
8/26/14,1.26889E+13,5.03061E+12,1.77195E+13
8/25/14,1.26879E+13,5.02496E+12,1.77128E+13
8/22/14,1.26876E+13,5.02271E+12,1.77103E+13
