"","Date","SOFR","US.Policy","D.Include","SOFRV","bills","non_bills","debt","Spread","Reserves"
"216",2018-10-24,2.18,2.25,1,6.71901315438526,28.4384067325789,30.0635970055316,30.2433103403721,-0.0699999999999998,14.4228661627291
"217",2018-10-31,2.22,2.25,0,6.74405918631135,28.445517499272,30.0649418538716,30.2456059139051,-0.0299999999999998,14.4111507474961
"218",2018-11-07,2.18,2.25,1,6.71295620067707,28.454774946213,30.0649418538716,30.2471419483606,-0.0699999999999998,14.4111507474961
"219",2018-11-14,2.2,2.25,1,6.68835471394676,28.47086822856,30.0649418538716,30.2498405743573,-0.0499999999999998,14.3918744529511
"220",2018-11-21,2.18,2.25,1,6.70808408385307,28.4841646992492,30.0657674165585,30.2527823113518,-0.0699999999999998,14.3918744529511
"221",2018-11-28,2.19,2.25,1,6.74523634948436,28.4947603118032,30.0657674165585,30.2545975503175,-0.0600000000000001,14.3684757079244
"222",2018-12-12,2.2,2.25,1,6.78219205600679,28.5044102773375,30.0681011544946,30.2581940314662,-0.0499999999999998,14.3562865577822
"223",2018-12-19,2.3,2.5,0,6.8134445995109,28.496024494408,30.0728105044503,30.2606486212385,-0.2,14.3562865577822
"224",2018-12-26,2.44,2.5,1,6.86380339145295,28.4875679296629,30.0728105044503,30.2592054902051,-0.0600000000000001,14.311145383583
"225",2019-01-02,3.15,2.5,0,6.99576615630485,28.481177934768,30.0744278008447,30.2594656290097,0.65,14.311145383583
