"","Date","SOFR","US.Policy","D.Include","SOFRV","bills","non_bills","debt","Spread"
"1",2014-08-22,0.06,0.25,1,6.42486902390539,27.9949949847888,29.9027478368132,30.0411292782966,-0.19
"2",2014-08-25,0.05,0.25,1,6.46614472423762,27.9949949847888,29.9027478368132,30.0411292782966,-0.2
"3",2014-08-26,0.05,0.25,1,6.45204895443723,27.9949949847888,29.9027478368132,30.0411292782966,-0.2
"4",2014-08-27,0.04,0.25,1,6.43294009273918,27.9949949847888,29.9027478368132,30.0411292782966,-0.21
"5",2014-08-28,0.04,0.25,0,6.41345895716736,28.0039886080372,29.9027478368132,30.0422961170951,-0.21
"6",2014-08-29,0.05,0.25,0,6.37672694789863,28.0039886080372,29.9027478368132,30.0422961170951,-0.2
"7",2014-09-02,0.05,0.25,1,6.52209279817015,28.0039886080372,29.9045851314619,30.0438942971262,-0.2
"8",2014-09-03,0.05,0.25,1,6.51767127291227,28.0039886080372,29.9045851314619,30.0438942971262,-0.2
"9",2014-09-04,0.06,0.25,1,6.49223983502047,28.0156282052468,29.9045851314619,30.0454156071794,-0.19
"10",2014-09-05,0.06,0.25,1,6.47543271670409,28.0156282052468,29.9045851314619,30.0454156071794,-0.19
"11",2014-09-08,0.05,0.25,1,6.43133108193348,28.0156282052468,29.9045851314619,30.0454156071794,-0.2
"12",2014-09-09,0.05,0.25,1,6.4150969591716,28.0156282052468,29.9045851314619,30.0454156071794,-0.2
"13",2014-09-10,0.05,0.25,1,6.36990098282823,28.0156282052468,29.9045851314619,30.0454156071794,-0.2
"14",2014-09-11,0.05,0.25,1,6.4377516497364,28.0060517802316,29.9045851314619,30.0441628349514,-0.2
"15",2014-09-12,0.05,0.25,1,6.38687931936265,28.0060517802316,29.9045851314619,30.0441628349514,-0.2
"16",2014-09-15,0.06,0.25,1,6.4723462945009,27.9956889386556,29.9075660817183,30.04541548266,-0.19
"17",2014-09-16,0.05,0.25,1,6.45833828334479,27.9956889386556,29.9075660817183,30.04541548266,-0.2
"18",2014-09-17,0.05,0.25,1,6.4281052726846,27.9956889386556,29.9075660817183,30.04541548266,-0.2
"19",2014-09-18,0.04,0.25,1,6.3919171133926,27.9831087963338,29.9075660817183,30.0438043861914,-0.21
"20",2014-09-19,0.04,0.25,1,6.41017488196617,27.9831087963338,29.9075660817183,30.0438043861914,-0.21
"21",2014-09-22,0.04,0.25,1,6.40357419793482,27.9831087963338,29.9075660817183,30.0438043861914,-0.21
"22",2014-09-23,0.03,0.25,1,6.40191719672719,27.9831087963338,29.9075660817183,30.0438043861914,-0.22
"23",2014-09-24,0.03,0.25,1,6.38350663488401,27.9831087963338,29.9075660817183,30.0438043861914,-0.22
"24",2014-09-25,0.03,0.25,1,6.35262939631957,27.9753445122356,29.9075660817183,30.0428188291029,-0.22
"25",2014-09-26,0.03,0.25,1,6.361302477573,27.9753445122356,29.9075660817183,30.0428188291029,-0.22
